,Player,country,Span,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,Unnamed: 14
22,B Banerjee,(Mex),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
23,T Banton,(England),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
24,AB Barath,(West Indies),2010-2011,2,0,0,0,0,0,0,0,0,0,0,
25,J Barker,(LUX),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
26,LJ Barker,(GUE),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
27,TC Barker,(LUX),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
28,P Baron,(Arg),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
29,MC Bascombe,(West Indies),2011-2011,1,0,0,0,0,0,0,0,0,0,0,
30,O Bascome,(BMUDA),2019-2019,11,0,0,0,0,0,0,0,0,0,0,
31,OO Bascome,(BMUDA),2008-2019,3,0,0,0,0,0,0,0,0,0,0,
32,TC Bastiampillai,(Canada),2010-2010,2,0,0,0,0,0,0,0,0,0,0,
33,D Bau,(PNG),2017-2017,1,0,0,0,0,0,0,0,0,0,0,
34,CS Baugh,(West Indies),2008-2012,3,0,0,0,0,0,0,0,0,0,0,
35,T Bavuma,(South Africa),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
36,IR Bell,(England),2006-2014,8,0,0,0,0,0,0,0,0,0,0,
37,A Bhagwat,(Hong Kong),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
38,B Bhandari,(NEPAL),2014-2019,27,0,0,0,0,0,0,0,0,0,0,
39,M Bhanuka,(Srilanka),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
40,TS Bharaj,(DEN),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
41,RA Bhatti,(Canada),2012-2012,4,0,0,0,0,0,0,0,0,0,0,
42,MP Biddappa,(PHI),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
43,Bilal Ahmed,(Serb),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
44,Bilal Tahir,(KUW),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
45,IS Billcliff,(Canada),2010-2010,2,0,0,0,0,0,0,0,0,0,0,
46,SW Billings,(England),2015-2019,26,0,0,0,0,0,0,0,0,0,0,
47,K Birkenstock,(NAM),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
48,TR Birt,(Australia),2010-2012,4,0,0,0,0,0,0,0,0,0,0,
49,C Bisson,(JER),2019-2019,14,0,0,0,0,0,0,0,0,0,0,
0,AM Blignaut,(Zimbabve),2010-2010,1,0,0,0,0,0,0,0,0,0,0,
1,TA Blundell,(Newzealand),2017-2018,3,0,0,0,0,0,0,0,0,0,0,
2,GH Bodi,(South Africa),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
3,LE Bosman,(South Africa),2006-2010,14,0,0,0,0,0,0,0,0,0,0,
4,MV Boucher,(South Africa),2005-2010,25,0,0,0,0,0,0,0,0,0,0,
5,DM Bravo,(West Indies),2010-2019,20,0,0,0,0,0,0,0,0,0,0,
6,JP Bray,(Ireland),2009-2009,2,0,0,0,0,0,0,0,0,0,0,
7,NT Broom,(Newzealand),2009-2017,11,0,0,0,0,0,0,0,0,0,0,
8,DG Brownlie,(Newzealand),2010-2014,5,0,0,0,0,0,0,0,0,0,0,
9,TC Bruce,(Newzealand),2017-2019,15,0,0,0,0,0,0,0,0,0,0,
10,NB Budayair,(NEPAL),2014-2014,4,0,0,0,0,0,0,0,0,0,0,
11,DE Budge,(Scotland),2018-2018,6,0,0,0,0,0,0,0,0,0,0,
12,A Bulow,(DEN),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
13,JC Buttler,(England),2011-2018,66,0,0,0,0,0,0,0,0,0,0,
14,AF Buurman,(Netherland),2010-2010,4,0,0,0,0,0,0,0,0,0,0,
15,S Byrne,(MALTA),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
16,G Caisley,(),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
17,MA Carberry,(England),2014-2014,1,0,0,0,0,0,0,0,0,0,0,
18,AT Carey,(Australia),2018-2019,25,0,0,0,0,0,0,0,0,0,0,
19,C Carter,(Hong Kong),2015-2017,10,0,0,0,0,0,0,0,0,0,0,
20,T Caruana,(GIBR),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
21,D Cato,(Caym),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
22,JJ Celestine,(BMUDA),2008-2008,3,0,0,0,0,0,0,0,0,0,0,
23,RW Chakabva,(Zimbabve),2008-2019,12,0,0,0,0,0,0,0,0,0,0,
24,S Chanderpaul,(West Indies),2006-2010,22,0,0,0,0,0,0,0,0,0,0,
25,LD Chandimal,(Srilanka),2010-2018,54,0,0,0,0,0,0,0,0,0,0,
26,VD Chandra,(PNM),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
27,S Chandramohan,(SGP),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
28,BB Chari,(Zimbabve),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
29,J Charles,(West Indies),2011-2016,34,0,0,0,0,0,0,0,0,0,0,
30,G Chaturvedi,(MALTA),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
31,N Chejay,(BHU),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
32,C Chete,(MWI),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
33,VB Chikkannaiah,(GER),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
34,Chirag Suri,(UAE),2018-2019,7,0,0,0,0,0,0,0,0,0,0,
35,S Chophel,(BHU),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
36,DO Christian,(West Indies),2011-2011,2,0,0,0,0,0,0,0,0,0,0,
37,I Civric,(Serb),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
38,GL Cloete,(South Africa),2018-2019,2,0,0,0,0,0,0,0,0,0,0,
39,FRJ Coleman,(Scotland),2013-2013,1,0,0,0,0,0,0,0,0,0,0,
40,LA Collado,(GIBR),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
41,NG Collins,(Fin),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
42,AN Cook,(England),2007-2009,4,0,0,0,0,0,0,0,0,0,0,
43,BN Cooper,(Netherland),2013-2019,51,0,0,0,0,0,0,0,0,0,0,
44,SJ Cotter,(Samoa),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
45,CK Coventry,(Zimbabve),2010-2015,13,0,0,0,0,0,0,0,0,0,0,
46,MH Cross,(Scotland),2013-2019,43,0,0,0,0,0,0,0,0,0,0,
47,DDP D'Silva,(UAE),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
48,D Daesrath,(Canada),2013-2013,1,0,0,0,0,0,0,0,0,0,0,
49,S Dalton,(CZK0R),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
0,P Danci,(ROM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
1,RR David,(Canada),2008-2008,4,0,0,0,0,0,0,0,0,0,0,
2,SM Davies,(England),2009-2011,5,0,0,0,0,0,0,0,0,0,0,
3,N Davin,(NAM),2019-2019,16,0,0,0,0,0,0,0,0,0,0,
4,TB de Bruyn,(South Africa),2017-2017,2,0,0,0,0,0,0,0,0,0,0,
5,TN de Grooth,(Netherland),2008-2013,15,0,0,0,0,0,0,0,0,0,0,
6,Q de Kock,(South Africa),2012-2019,38,0,0,0,0,0,0,0,0,0,0,
7,CJ Delany,(GIBR),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
8,D de la Puente,(Peru),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
9,SI de Saram,(Srilanka),2009-2009,1,0,0,0,0,0,0,0,0,0,0,
10,AB de Villiers,(South Africa),2006-2017,78,0,0,0,0,0,0,0,0,0,0,
11,S Dhawan,(INDIA),2011-2019,58,0,0,0,0,0,0,0,0,0,0,
12,Dhiman Ghosh,(Bangladesh),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
13,MS Dhoni,(INDIA),2006-2019,98,0,0,0,0,0,0,0,0,0,0,
14,N Dickwella,(Srilanka),2016-2019,23,0,0,0,0,0,0,0,0,0,0,
15,V Dikov,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
16,HH Dippenaar,(South Africa),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
17,K Doriga,(PNG),2019-2019,17,0,0,0,0,0,0,0,0,0,0,
18,JN Dorji,(BHU),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
19,RM Dorji,(BHU),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
20,U Dorji,(BHU),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
21,TM Dowlin,(West Indies),2009-2010,2,0,0,0,0,0,0,0,0,0,0,
22,R Dravid,(INDIA),2011-2011,1,0,0,0,0,0,0,0,0,0,0,
23,BM Duckett,(England),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
24,LA Dunbar,(Serb),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
25,JSE Dunford,(JER),2019-2019,17,0,0,0,0,0,0,0,0,0,0,
26,BR Dunk,(Australia),2014-2017,5,0,0,0,0,0,0,0,0,0,0,
27,J Dunn,(VAN),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
28,G Dutta,(Mex),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
29,J Edness,(BMUDA),2008-2008,3,0,0,0,0,0,0,0,0,0,0,
30,SA Edwards,(Netherland),2018-2019,29,0,0,0,0,0,0,0,0,0,0,
31,L Emilio,(Moz),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
32,C Emmott,(Chile),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
33,CR Ervine,(Zimbabve),2010-2019,22,0,0,0,0,0,0,0,0,0,0,
34,R Escobar,(Arg),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
35,Fahad Ali,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
36,Faisal Javed,(QAT),2019-2019,15,0,0,0,0,0,0,0,0,0,0,
37,Faizan Asif,(UAE),2014-2015,6,0,0,0,0,0,0,0,0,0,0,
38,LB Ferbrache,(GUE),2019-2019,9,0,0,0,0,0,0,0,0,0,0,
39,A Ferguson,(Arg),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
40,CJ Ferguson,(Australia),2009-2009,3,0,0,0,0,0,0,0,0,0,0,
41,BOP Fernando,(Srilanka),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
42,WIA Fernando,(Srilanka),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
43,NJ Ferraby,(JER),2019-2019,14,0,0,0,0,0,0,0,0,0,0,
44,Fiaz Ahmed,(BAH),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
45,Fida Hussain,(ITA),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
46,SE Findlay,(West Indies),2008-2008,2,0,0,0,0,0,0,0,0,0,0,
47,R Flannigan,(Scotland),2012-2012,4,0,0,0,0,0,0,0,0,0,0,
48,SP Fleming,(Newzealand),2005-2006,5,0,0,0,0,0,0,0,0,0,0,
49,ADS Fletcher,(West Indies),2008-2018,42,0,0,0,0,0,0,0,0,0,0,
0,BT Foakes,(England),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
1,CR Foggo,(BMUDA),2008-2008,3,0,0,0,0,0,0,0,0,0,0,
2,JS Foster,(England),2009-2009,5,0,0,0,0,0,0,0,0,0,0,
3,O Fournier,(CRC),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
4,TS Fray,(BMUDA),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
5,JD Freyone,(GIBR),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
6,PG Fulton,(Newzealand),2006-2012,12,0,0,0,0,0,0,0,0,0,0,
7,PF Gallagher,(Fin),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
8,G Gambhir,(INDIA),2007-2012,37,0,0,0,0,0,0,0,0,0,0,
9,AR Gandhi,(KENYA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
10,D Ganga,(West Indies),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
11,Garret Banner,(Blz),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
12,A Gavde,(Caym),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
13,R Gaznavi,(SGP),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
14,Gershon Yusuf,(NGA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
15,L Gharasim,(ROM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
16,Ghulam Shabber,(UAE),2016-2019,17,0,0,0,0,0,0,0,0,0,0,
17,HH Gibbs,(South Africa),2005-2010,23,0,0,0,0,0,0,0,0,0,0,
18,AC Gilchrist,(Australia),2005-2008,13,0,0,0,0,0,0,0,0,0,0,
19,O Goker,(TKY),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
20,LF Goncalves,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
21,DM Gondaria,(KENYA),2013-2019,11,0,0,0,0,0,0,0,0,0,0,
22,R Goodwin,(PHI),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
23,M Goonetilleke,(MALTA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
24,TG Gordon,(Canada),2012-2012,3,0,0,0,0,0,0,0,0,0,0,
25,S Goud,(CZK0R),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
26,ZE Green,(NAM),2019-2019,16,0,0,0,0,0,0,0,0,0,0,
27,R Gunasekera,(Canada),2012-2013,8,0,0,0,0,0,0,0,0,0,0,
28,K Gupta,(Chile),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
29,BJ Haddin,(Australia),2006-2014,34,0,0,0,0,0,0,0,0,0,0,
30,OJ Hairs,(Scotland),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
31,AD Hales,(England),2011-2019,60,0,0,0,0,0,0,0,0,0,0,
32,S Hallett,(Peru),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
33,GM Hamilton,(Scotland),2007-2010,12,0,0,0,0,0,0,0,0,0,0,
34,Hammad Azam,(Pakistan),2012-2013,5,0,0,0,0,0,0,0,0,0,0,
35,Hamza Tariq,(Canada),2013-2019,15,0,0,0,0,0,0,0,0,0,0,
36,PSP Handscomb,(Australia),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
37,Haris Sohail,(Pakistan),2013-2019,14,0,0,0,0,0,0,0,0,0,0,
38,Hashmatullah Shahidi,(Afghanistan),2013-2013,1,0,0,0,0,0,0,0,0,0,0,
39,Hassan Rasheed,(Mald),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
40,C Hauptfleisch,(Caym),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
41,ML Hayden,(Australia),2005-2007,9,0,0,0,0,0,0,0,0,0,0,
42,Hazratullah Zazai,(Afghanistan),2016-2019,13,0,0,0,0,0,0,0,0,0,0,
43,H Helva,(TKY),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
44,DL Hemp,(BMUDA),2008-2008,2,0,0,0,0,0,0,0,0,0,0,
45,RR Hendricks,(South Africa),2014-2019,22,0,0,0,0,0,0,0,0,0,0,
46,SO Hetmyer,(West Indies),2018-2019,20,0,0,0,0,0,0,0,0,0,0,
47,Hilal Ahmad,(CZK0R),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
48,WW Hinds,(West Indies),2006-2010,5,0,0,0,0,0,0,0,0,0,0,
49,SD Hope,(West Indies),2017-2019,13,0,0,0,0,0,0,0,0,0,0,
0,GJ Hopkins,(Newzealand),2007-2010,10,0,0,0,0,0,0,0,0,0,0,
1,JM How,(Newzealand),2007-2008,5,0,0,0,0,0,0,0,0,0,0,
2,PJ Hughes,(Australia),2014-2014,1,0,0,0,0,0,0,0,0,0,0,
3,DP Hyatt,(West Indies),2011-2012,5,0,0,0,0,0,0,0,0,0,0,
4,Ibrahim Zadran,(Afghanistan),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
5,Imam0ul0Haq,(Pakistan),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
6,Imran Ali Butt,(BAH),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
7,Imran Farhat,(Pakistan),2010-2011,7,0,0,0,0,0,0,0,0,0,0,
8,Imran Haider,(ROM),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
9,Imran Ismail,(Moz),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
10,Imran Nazir,(Pakistan),2007-2012,25,0,0,0,0,0,0,0,0,0,0,
11,Imrul Kayes,(Bangladesh),2010-2017,14,0,0,0,0,0,0,0,0,0,0,
12,CA Ingram,(South Africa),2010-2012,9,0,0,0,0,0,0,0,0,0,0,
13,PJ Ingram,(Newzealand),2010-2010,3,0,0,0,0,0,0,0,0,0,0,
14,Inzamam0ul0Haq,(Pakistan),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
15,H Ivanov,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
16,SS Iyer,(INDIA),2017-2019,14,0,0,0,0,0,0,0,0,0,0,
17,KM Jadhav,(INDIA),2015-2017,9,0,0,0,0,0,0,0,0,0,0,
18,Jahurul Islam,(Bangladesh),2010-2013,3,0,0,0,0,0,0,0,0,0,0,
19,S Jamil,(Belg),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
20,Javed Ahmadi,(Afghanistan),2012-2017,3,0,0,0,0,0,0,0,0,0,0,
21,CU Jayasinghe,(Srilanka),2009-2010,5,0,0,0,0,0,0,0,0,0,0,
22,JW Jenner,(JER),2019-2019,17,0,0,0,0,0,0,0,0,0,0,
23,JS Jesani,(KENYA),2007-2007,1,0,0,0,0,0,0,0,0,0,0,
24,K Jethi,(Canada),2008-2008,5,0,0,0,0,0,0,0,0,0,0,
25,GO Jones,(England),2005-2006,2,0,0,0,0,0,0,0,0,0,0,
26,C Jonker,(South Africa),2018-2018,2,0,0,0,0,0,0,0,0,0,0,
27,S Jora,(NEPAL),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
28,HJ Jordaan,(THAI),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
29,GJ Joseph,(Blz),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
30,K Joshi,(Aut),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
31,EC Joyce,(ENG/IRE),2006-2014,18,0,0,0,0,0,0,0,0,0,0,
32,Junaid Siddique,(Bangladesh),2007-2012,7,0,0,0,0,0,0,0,0,0,0,
33,S Jyoti,(Canada),2008-2008,2,0,0,0,0,0,0,0,0,0,0,
34,G Kaltongga,(VAN),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
35,Kamran Akmal,(Pakistan),2006-2017,58,0,0,0,0,0,0,0,0,0,0,
36,SHT Kandamby,(Srilanka),2008-2011,5,0,0,0,0,0,0,0,0,0,0,
37,CK Kapugedera,(Srilanka),2006-2017,43,0,0,0,0,0,0,0,0,0,0,
38,IA Karim,(KENYA),2013-2019,16,0,0,0,0,0,0,0,0,0,0,
39,KD Karthik,(INDIA),2006-2019,32,0,0,0,0,0,0,0,0,0,0,
40,SM Katich,(Australia),2005-2006,3,0,0,0,0,0,0,0,0,0,0,
41,I Katzarski,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
42,HB Kayondo,(UGA),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
43,AN Kervezee,(Netherland),2009-2012,10,0,0,0,0,0,0,0,0,0,0,
44,S Keshvani,(Canada),2010-2010,2,0,0,0,0,0,0,0,0,0,0,
45,RWT Key,(England),2009-2009,1,0,0,0,0,0,0,0,0,0,0,
46,SP Khakurel,(NEPAL),2014-2015,8,0,0,0,0,0,0,0,0,0,0,
47,Khalid Latif,(Pakistan),2008-2016,13,0,0,0,0,0,0,0,0,0,0,
48,UT Khawaja,(Australia),2016-2016,9,0,0,0,0,0,0,0,0,0,0,
49,Khizer Ahmed,(NOR),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
0,N Khosla,(MALTA),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
1,Khurram Manzoor,(Pakistan),2016-2016,3,0,0,0,0,0,0,0,0,0,0,
2,Khurram Nawaz,(OMAN),2017-2019,18,0,0,0,0,0,0,0,0,0,0,
3,Khushdil Shah,(Pakistan),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
4,C Kieswetter,(England),2010-2012,25,0,0,0,0,0,0,0,0,0,0,
5,TCR Kimber,(GUE),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
6,BA King,(West Indies),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
7,NR Kirton,(Canada),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
8,H Klaasen,(South Africa),2018-2019,9,0,0,0,0,0,0,0,0,0,0,
9,M Klinger,(Australia),2017-2017,3,0,0,0,0,0,0,0,0,0,0,
10,EB Knowles,(CZK0R),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
11,MF Koc,(TKY),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
12,JP Kotze,(NAM),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
13,HG Kuhn,(South Africa),2009-2017,7,0,0,0,0,0,0,0,0,0,0,
14,HGJM Kulatunga,(Srilanka),2008-2008,2,0,0,0,0,0,0,0,0,0,0,
15,Kuldeep Singh,(PHI),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
16,T Langa,(VAN),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
17,TWM Latham,(Newzealand),2012-2017,13,0,0,0,0,0,0,0,0,0,0,
18,RE Levi,(South Africa),2012-2012,13,0,0,0,0,0,0,0,0,0,0,
19,E Lewis,(West Indies),2016-2019,29,0,0,0,0,0,0,0,0,0,0,
20,Liton Das,(Bangladesh),2015-2019,25,0,0,0,0,0,0,0,0,0,0,
21,LS Livingstone,(England),2017-2017,2,0,0,0,0,0,0,0,0,0,0,
22,K Loday,(BHU),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
23,L Louwrens,(NAM),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
24,MJ Lumb,(England),2010-2014,27,0,0,0,0,0,0,0,0,0,0,
25,CA Lynn,(Australia),2014-2018,18,0,0,0,0,0,0,0,0,0,0,
26,NFI McCallum,(Scotland),2007-2010,11,0,0,0,0,0,0,0,0,0,0,
27,BB McCullum,(Newzealand),2005-2015,71,0,0,0,0,0,0,0,0,0,0,
28,BR McDermott,(Australia),2018-2019,12,0,0,0,0,0,0,0,0,0,0,
29,PD McGlashan,(Newzealand),2006-2010,11,0,0,0,0,0,0,0,0,0,0,
30,ND McKenzie,(South Africa),2006-2009,2,0,0,0,0,0,0,0,0,0,0,
31,CD McMillan,(Newzealand),2005-2007,8,0,0,0,0,0,0,0,0,0,0,
32,NJ Maddinson,(Australia),2013-2018,6,0,0,0,0,0,0,0,0,0,0,
33,RP Magar,(NEPAL),2014-2015,6,0,0,0,0,0,0,0,0,0,0,
34,JN Malan,(South Africa),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
35,JS Malhotra,(USA),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
36,G Malla,(NEPAL),2014-2019,24,0,0,0,0,0,0,0,0,0,0,
37,Mamoon Latif,(Belg),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
38,G Manan,(ROM),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
39,AK Mandal,(NEPAL),2015-2015,2,0,0,0,0,0,0,0,0,0,0,
40,Mandeep Singh,(INDIA),2016-2016,3,0,0,0,0,0,0,0,0,0,0,
41,A Manousis,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
42,Manpreet Singh,(ITA),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
43,Manpreet Singh,(SGP),2019-2019,12,0,0,0,0,0,0,0,0,0,0,
44,AK Markram,(South Africa),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
45,SE Marsh,(Australia),2008-2016,15,0,0,0,0,0,0,0,0,0,0,
46,HJH Marshall,(Newzealand),2005-2006,3,0,0,0,0,0,0,0,0,0,0,
47,JAH Marshall,(Newzealand),2005-2008,3,0,0,0,0,0,0,0,0,0,0,
48,XM Marshall,(USA/WI),2008-2019,13,0,0,0,0,0,0,0,0,0,0,
49,DR Martyn,(Australia),2005-2006,4,0,0,0,0,0,0,0,0,0,0,
0,I Master,(Botsw),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
1,V Mbazo,(Botsw),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
2,RD McCann,(Ireland),2012-2012,3,0,0,0,0,0,0,0,0,0,0,
3,SS McKechnie,(Hong Kong),2019-2019,10,0,0,0,0,0,0,0,0,0,0,
4,GP Meade,(ITA),2019-2019,8,0,0,0,0,0,0,0,0,0,0,
5,M Meade,(Chile),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
6,J Mees,(LUX),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
7,AS Mehmi,(),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
8,BKG Mendis,(Srilanka),2016-2019,24,0,0,0,0,0,0,0,0,0,0,
9,JH Mensah,(Ghana),2019-2019,2,0,0,0,0,0,0,0,0,0,0,
10,Mian Mehmood,(PORT),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
11,Michael Nazir,(MALTA),2019-2019,1,0,0,0,0,0,0,0,0,0,0,
12,DA Miller,(South Africa),2010-2019,72,0,0,0,0,0,0,0,0,0,0,
13,Mirza Ahsan,(Aut),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
14,Misbah0ul0Haq,(Pakistan),2007-2012,39,0,0,0,0,0,0,0,0,0,0,
15,Mohamed Azzam,(Mald),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
16,Mohamed Rishwan,(Mald),2019-2019,11,0,0,0,0,0,0,0,0,0,0,
17,Mohammad Amin,(KUW),2019-2019,4,0,0,0,0,0,0,0,0,0,0,
18,Mohammad Iqbal,(Canada),2008-2008,3,0,0,0,0,0,0,0,0,0,0,
19,Mohammad Mithun,(Bangladesh),2014-2019,14,0,0,0,0,0,0,0,0,0,0,
20,Mohammad Naim,(Bangladesh),2019-2019,3,0,0,0,0,0,0,0,0,0,0,
21,Mohammad Qazi,(Canada),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
22,Mohammed Rizlan,(QAT),2019-2019,15,0,0,0,0,0,0,0,0,0,0,
23,Mohammad Rizwan,(Pakistan),2015-2019,16,0,0,0,0,0,0,0,0,0,0,
24,Mohammad Salman,(Pakistan),2011-2011,1,0,0,0,0,0,0,0,0,0,0,
25,Mohammad Shahzad,(Afghanistan),2010-2018,65,0,0,0,0,0,0,0,0,0,0,
26,Mohammad Yousuf,(Pakistan),2006-2010,3,0,0,0,0,0,0,0,0,0,0,
27,Mohammed Nurji,(MWI),2019-2019,6,0,0,0,0,0,0,0,0,0,0,
28,AK Mohan,(Fin),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
29,GMC Mol,(Netherland),2008-2008,1,0,0,0,0,0,0,0,0,0,0,
30,D Mongia,(INDIA),2006-2006,1,0,0,0,0,0,0,0,0,0,0,
31,PJ Moor,(Zimbabve),2016-2019,21,0,0,0,0,0,0,0,0,0,0,
32,VV Morea,(PNG),2015-2017,5,0,0,0,0,0,0,0,0,0,0,
33,EJG Morgan,(England),2009-2019,86,0,0,0,0,0,0,0,0,0,0,
34,RS Morton,(West Indies),2006-2010,7,0,0,0,0,0,0,0,0,0,0,
35,M Mosehle,(South Africa),2017-2017,7,0,0,0,0,0,0,0,0,0,0,
36,K Motlhanka,(Botsw),2019-2019,7,0,0,0,0,0,0,0,0,0,0,
37,Muaviath Ganee,(Mald),2019-2019,5,0,0,0,0,0,0,0,0,0,0,
